game_id,game_start_time,map_name,row_time,elapsed_s,primary_weapon,secondary_weapon,armor_level,shield_type,shield_hp,flesh_hp,health,squads_remaining,players_remaining,kills,assists,participation,damage,map_x,map_y,location
20260608-132916-60ent3,2026-06-08T13:29:16,,2026-06-08T13:29:31,15.1,,,2,none,0,84,84,,,,,,,,,
